house_price,rental_agency,postcode1,postcode2,bedrooms,nhood,surface,postcode
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1013,TB,,Spaarndammerbuurt Zuidwest        ,,1013 TB
,,1013,TB,,Spaarndammerbuurt Zuidwest        ,,1013 TB
,,1013,TB,,Spaarndammerbuurt Zuidwest        ,,1013 TB
,,1016,EK,,Leidsegracht Noord        ,,1016 EK
,,1016,EK,,Leidsegracht Noord        ,,1016 EK
,,1016,EK,,Leidsegracht Noord        ,,1016 EK
,,1051,VB,,Fannius Scholtenbuurt        ,,1051 VB
,,1051,VB,,Fannius Scholtenbuurt        ,,1051 VB
,,1051,VB,,Fannius Scholtenbuurt        ,,1051 VB
,,1017,PZ,,Leidsebuurt Noordoost        ,,1017 PZ
,,1017,PZ,,Leidsebuurt Noordoost        ,,1017 PZ
,,1017,PZ,,Leidsebuurt Noordoost        ,,1017 PZ
,,1012,NL,,Nieuwe Kerk e.o.        ,,1012 NL
,,1012,NL,,Nieuwe Kerk e.o.        ,,1012 NL
,,1012,NL,,Nieuwe Kerk e.o.        ,,1012 NL
,,1071,RA,,Johannnes Vermeerbuurt        ,,1071 RA
,,1071,RA,,Johannnes Vermeerbuurt        ,,1071 RA
,,1071,RA,,Johannnes Vermeerbuurt        ,,1071 RA
,,1095,CM,,Noordoostkwadrant Indische buurt        ,,1095 CM
,,1095,CM,,Noordoostkwadrant Indische buurt        ,,1095 CM
,,1095,CM,,Noordoostkwadrant Indische buurt        ,,1095 CM
,,1018,VL,,Weesperbuurt        ,,1018 VL
,,1018,VL,,Weesperbuurt        ,,1018 VL
,,1018,VL,,Weesperbuurt        ,,1018 VL
,,1016,HG,,Elandsgrachtbuurt        ,,1016 HG
,,1016,HG,,Elandsgrachtbuurt        ,,1016 HG
,,1016,HG,,Elandsgrachtbuurt        ,,1016 HG
,,1073,AA,,Gerard Doubuurt        ,,1073 AA
,,1073,AA,,Gerard Doubuurt        ,,1073 AA
,,1073,AA,,Gerard Doubuurt        ,,1073 AA
,,1096,AA,,De Omval        ,,1096 AA
,,1096,AA,,De Omval        ,,1096 AA
,,1096,AA,,De Omval        ,,1096 AA
,,1082,ME,,Zuidas Zuid        ,,1082 ME
,,1082,ME,,Zuidas Zuid        ,,1082 ME
,,1082,ME,,Zuidas Zuid        ,,1082 ME
,,1053,HB,,Da Costabuurt Zuid        ,,1053 HB
,,1053,HB,,Da Costabuurt Zuid        ,,1053 HB
,,1053,HB,,Da Costabuurt Zuid        ,,1053 HB
,,1014,ZP,,Houthavens West        ,,1014 ZP
,,1014,ZP,,Houthavens West        ,,1014 ZP
,,1014,ZP,,Houthavens West        ,,1014 ZP
,,1012,DA,,Burgwallen Oost        ,,1012 DA
,,1012,DA,,Burgwallen Oost        ,,1012 DA
,,1012,DA,,Burgwallen Oost        ,,1012 DA
,,1073,XE,,Gerard Doubuurt        ,,1073 XE
,,1073,XE,,Gerard Doubuurt        ,,1073 XE
,,1073,XE,,Gerard Doubuurt        ,,1073 XE
,,1077,XR,,Prinses Irenebuurt        ,,1077 XR
,,1077,XR,,Prinses Irenebuurt        ,,1077 XR
,,1077,XR,,Prinses Irenebuurt        ,,1077 XR
,,1071,TW,,Duivelseiland        ,,1071 TW
,,1071,TW,,Duivelseiland        ,,1071 TW
,,1071,TW,,Duivelseiland        ,,1071 TW
,,1072,SX,,Cornelis Troostbuurt        ,,1072 SX
,,1072,SX,,Cornelis Troostbuurt        ,,1072 SX
,,1072,SX,,Cornelis Troostbuurt        ,,1072 SX
,,1018,WM,,Wittenburg        ,,1018 WM
,,1018,WM,,Wittenburg        ,,1018 WM
,,1018,WM,,Wittenburg        ,,1018 WM
,,1012,ES,,Burgwallen Oost        ,,1012 ES
,,1012,ES,,Burgwallen Oost        ,,1012 ES
,,1012,ES,,Burgwallen Oost        ,,1012 ES
,,1071,PV,,Hondecoeterbuurt        ,,1071 PV
,,1071,PV,,Hondecoeterbuurt        ,,1071 PV
,,1071,PV,,Hondecoeterbuurt        ,,1071 PV
,,1078,GJ,,Scheldebuurt West        ,,1078 GJ
,,1078,GJ,,Scheldebuurt West        ,,1078 GJ
,,1078,GJ,,Scheldebuurt West        ,,1078 GJ
,,1072,VN,,Gerard Doubuurt        ,,1072 VN
,,1072,VN,,Gerard Doubuurt        ,,1072 VN
,,1072,VN,,Gerard Doubuurt        ,,1072 VN
,,1077,MZ,,Minervabuurt Zuid        ,,1077 MZ
,,1077,MZ,,Minervabuurt Zuid        ,,1077 MZ
,,1077,MZ,,Minervabuurt Zuid        ,,1077 MZ
,,1062,JT,,Overtoomse Veld Zuid        ,,1062 JT
,,1062,JT,,Overtoomse Veld Zuid        ,,1062 JT
,,1062,JT,,Overtoomse Veld Zuid        ,,1062 JT
,,1017,BA,,Leidsegracht Zuid        ,,1017 BA
,,1017,BA,,Leidsegracht Zuid        ,,1017 BA
,,1017,BA,,Leidsegracht Zuid        ,,1017 BA
,,1086,ZG,,Steigereiland Zuid        ,,1086 ZG
,,1086,ZG,,Steigereiland Zuid        ,,1086 ZG
,,1086,ZG,,Steigereiland Zuid        ,,1086 ZG
,,1075,HA,,Valeriusbuurt Oost        ,,1075 HA
,,1075,HA,,Valeriusbuurt Oost        ,,1075 HA
,,1075,HA,,Valeriusbuurt Oost        ,,1075 HA
,,1053,WH,,Da Costabuurt Noord        ,,1053 WH
,,1053,WH,,Da Costabuurt Noord        ,,1053 WH
,,1053,WH,,Da Costabuurt Noord        ,,1053 WH
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1012,SB,,Hemelrijk        ,,1012 SB
,,1012,SB,,Hemelrijk        ,,1012 SB
,,1012,SB,,Hemelrijk        ,,1012 SB
,,1053,AA,,Da Costabuurt Noord        ,,1053 AA
,,1053,AA,,Da Costabuurt Noord        ,,1053 AA
,,1053,AA,,Da Costabuurt Noord        ,,1053 AA
,,1011,VJ,,Valkenburg        ,,1011 VJ
,,1011,VJ,,Valkenburg        ,,1011 VJ
,,1011,VJ,,Valkenburg        ,,1011 VJ
,,1060,SC,,De Aker Oost        ,,1060 SC
,,1060,SC,,De Aker Oost        ,,1060 SC
,,1060,SC,,De Aker Oost        ,,1060 SC
,,1055,SC,,Robert Scottbuurt West        ,,1055 SC
,,1055,SC,,Robert Scottbuurt West        ,,1055 SC
,,1055,SC,,Robert Scottbuurt West        ,,1055 SC
,,1104,VA,,K-buurt Zuidwest        ,,1104 VA
,,1104,VA,,K-buurt Zuidwest        ,,1104 VA
,,1104,VA,,K-buurt Zuidwest        ,,1104 VA
,,1052,CS,,Frederik Hendrikbuurt Noord        ,,1052 CS
,,1052,CS,,Frederik Hendrikbuurt Noord        ,,1052 CS
,,1052,CS,,Frederik Hendrikbuurt Noord        ,,1052 CS
,,1057,DL,,Orteliusbuurt Zuid        ,,1057 DL
,,1057,DL,,Orteliusbuurt Zuid        ,,1057 DL
,,1057,DL,,Orteliusbuurt Zuid        ,,1057 DL
,,1059,XG,,Aalsmeerwegbuurt West        ,,1059 XG
,,1059,XG,,Aalsmeerwegbuurt West        ,,1059 XG
,,1059,XG,,Aalsmeerwegbuurt West        ,,1059 XG
,,1058,DE,,Paramariboplein e.o.        ,,1058 DE
,,1058,DE,,Paramariboplein e.o.        ,,1058 DE
,,1058,DE,,Paramariboplein e.o.        ,,1058 DE
,,1018,TE,,de Plantage        ,,1018 TE
,,1018,TE,,de Plantage        ,,1018 TE
,,1018,TE,,de Plantage        ,,1018 TE
,,1016,SV,,Elandsgrachtbuurt        ,,1016 SV
,,1016,SV,,Elandsgrachtbuurt        ,,1016 SV
,,1016,SV,,Elandsgrachtbuurt        ,,1016 SV
,,1071,NE,,Cornelis Schuytbuurt        ,,1071 NE
,,1071,NE,,Cornelis Schuytbuurt        ,,1071 NE
,,1071,NE,,Cornelis Schuytbuurt        ,,1071 NE
,,1077,GV,,Diepenbrockbuurt        ,,1077 GV
,,1077,GV,,Diepenbrockbuurt        ,,1077 GV
,,1077,GV,,Diepenbrockbuurt        ,,1077 GV
,,1011,MH,,Valkenburg        ,,1011 MH
,,1011,MH,,Valkenburg        ,,1011 MH
,,1011,MH,,Valkenburg        ,,1011 MH
,,1018,GD,,Sarphatistrook        ,,1018 GD
,,1018,GD,,Sarphatistrook        ,,1018 GD
,,1018,GD,,Sarphatistrook        ,,1018 GD
,,1079,VV,,Scheldebuurt Oost        ,,1079 VV
,,1079,VV,,Scheldebuurt Oost        ,,1079 VV
,,1079,VV,,Scheldebuurt Oost        ,,1079 VV
,,1082,BK,,Buitenveldert Midden Zuid        ,,1082 BK
,,1082,BK,,Buitenveldert Midden Zuid        ,,1082 BK
,,1082,BK,,Buitenveldert Midden Zuid        ,,1082 BK
,,1013,EL,,Haarlemmerbuurt Oost        ,,1013 EL
,,1013,EL,,Haarlemmerbuurt Oost        ,,1013 EL
,,1013,EL,,Haarlemmerbuurt Oost        ,,1013 EL
,,1068,SH,,Osdorp Zuidoost        ,,1068 SH
,,1068,SH,,Osdorp Zuidoost        ,,1068 SH
,,1068,SH,,Osdorp Zuidoost        ,,1068 SH
,,1013,LA,,Westelijke eilanden        ,,1013 LA
,,1013,LA,,Westelijke eilanden        ,,1013 LA
,,1013,LA,,Westelijke eilanden        ,,1013 LA
,,1077,KW,,Prinses Irenebuurt        ,,1077 KW
,,1077,KW,,Prinses Irenebuurt        ,,1077 KW
,,1077,KW,,Prinses Irenebuurt        ,,1077 KW
,,1013,NT,,Zeeheldenbuurt        ,,1013 NT
,,1013,NT,,Zeeheldenbuurt        ,,1013 NT
,,1013,NT,,Zeeheldenbuurt        ,,1013 NT
,,1016,KT,,Bloemgrachtbuurt        ,,1016 KT
,,1016,KT,,Bloemgrachtbuurt        ,,1016 KT
,,1016,KT,,Bloemgrachtbuurt        ,,1016 KT
,,1076,DK,,Olympisch Stadion e.o.        ,,1076 DK
,,1076,DK,,Olympisch Stadion e.o.        ,,1076 DK
,,1076,DK,,Olympisch Stadion e.o.        ,,1076 DK
,,1018,WZ,,Sarphatistrook        ,,1018 WZ
,,1018,WZ,,Sarphatistrook        ,,1018 WZ
,,1018,WZ,,Sarphatistrook        ,,1018 WZ
,,1074,BL,,Hemonybuurt        ,,1074 BL
,,1074,BL,,Hemonybuurt        ,,1074 BL
,,1074,BL,,Hemonybuurt        ,,1074 BL
,,1072,AL,,Frans Halsbuurt        ,,1072 AL
,,1072,AL,,Frans Halsbuurt        ,,1072 AL
,,1072,AL,,Frans Halsbuurt        ,,1072 AL
,,1063,MC,,Buurt 2        ,,1063 MC
,,1063,MC,,Buurt 2        ,,1063 MC
,,1063,MC,,Buurt 2        ,,1063 MC
,,1075,CT,,Valeriusbuurt West        ,,1075 CT
,,1075,CT,,Valeriusbuurt West        ,,1075 CT
,,1075,CT,,Valeriusbuurt West        ,,1075 CT
,,1054,VT,,Cremerbuurt Oost        ,,1054 VT
,,1054,VT,,Cremerbuurt Oost        ,,1054 VT
,,1054,VT,,Cremerbuurt Oost        ,,1054 VT
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1018,RX,,Czaar Peterbuurt        ,,1018 RX
,,1018,RX,,Czaar Peterbuurt        ,,1018 RX
,,1018,RX,,Czaar Peterbuurt        ,,1018 RX
,,1072,CX,,Sarphatiparkbuurt        ,,1072 CX
,,1072,CX,,Sarphatiparkbuurt        ,,1072 CX
,,1072,CX,,Sarphatiparkbuurt        ,,1072 CX
,,1013,BD,,Houthavens West        ,,1013 BD
,,1013,BD,,Houthavens West        ,,1013 BD
,,1013,BD,,Houthavens West        ,,1013 BD
,,1059,XV,,Aalsmeerwegbuurt West        ,,1059 XV
,,1059,XV,,Aalsmeerwegbuurt West        ,,1059 XV
,,1059,XV,,Aalsmeerwegbuurt West        ,,1059 XV
,,1087,KP,,Haveneiland Noord        ,,1087 KP
,,1087,KP,,Haveneiland Noord        ,,1087 KP
,,1087,KP,,Haveneiland Noord        ,,1087 KP
,,1066,MR,,Nieuw Sloten Zuidoost        ,,1066 MR
,,1066,MR,,Nieuw Sloten Zuidoost        ,,1066 MR
,,1066,MR,,Nieuw Sloten Zuidoost        ,,1066 MR
,,1019,HR,,Architectenbuurt        ,,1019 HR
,,1019,HR,,Architectenbuurt        ,,1019 HR
,,1019,HR,,Architectenbuurt        ,,1019 HR
,,1012,AZ,,Kop Zeedijk        ,,1012 AZ
,,1012,AZ,,Kop Zeedijk        ,,1012 AZ
,,1012,AZ,,Kop Zeedijk        ,,1012 AZ
,,1053,MJ,,Da Costabuurt Zuid        ,,1053 MJ
,,1053,MJ,,Da Costabuurt Zuid        ,,1053 MJ
,,1053,MJ,,Da Costabuurt Zuid        ,,1053 MJ
,,1087,BS,,Haveneiland Noordwest        ,,1087 BS
,,1087,BS,,Haveneiland Noordwest        ,,1087 BS
,,1087,BS,,Haveneiland Noordwest        ,,1087 BS
,,1069,CL,,Osdorp Midden Zuid        ,,1069 CL
,,1069,CL,,Osdorp Midden Zuid        ,,1069 CL
,,1069,CL,,Osdorp Midden Zuid        ,,1069 CL
,,1012,JH,,Oude Kerk e.o.        ,,1012 JH
,,1012,JH,,Oude Kerk e.o.        ,,1012 JH
,,1012,JH,,Oude Kerk e.o.        ,,1012 JH
,,1107,LE,,Gein Zuidwest        ,,1107 LE
,,1107,LE,,Gein Zuidwest        ,,1107 LE
,,1107,LE,,Gein Zuidwest        ,,1107 LE
,,1097,PC,,De Wetbuurt        ,,1097 PC
,,1097,PC,,De Wetbuurt        ,,1097 PC
,,1097,PC,,De Wetbuurt        ,,1097 PC
,,1013,EV,,Haarlemmerbuurt Oost        ,,1013 EV
,,1013,EV,,Haarlemmerbuurt Oost        ,,1013 EV
,,1013,EV,,Haarlemmerbuurt Oost        ,,1013 EV
,,1034,BM,,Banne Zuidoost        ,,1034 BM
,,1034,BM,,Banne Zuidoost        ,,1034 BM
,,1034,BM,,Banne Zuidoost        ,,1034 BM
,,1093,BW,,Dapperbuurt Noord        ,,1093 BW
,,1093,BW,,Dapperbuurt Noord        ,,1093 BW
,,1093,BW,,Dapperbuurt Noord        ,,1093 BW
,,1092,TR,,Oosterparkbuurt Zuidoost        ,,1092 TR
,,1092,TR,,Oosterparkbuurt Zuidoost        ,,1092 TR
,,1092,TR,,Oosterparkbuurt Zuidoost        ,,1092 TR
,,1054,CE,,Helmersbuurt Oost        ,,1054 CE
,,1054,CE,,Helmersbuurt Oost        ,,1054 CE
,,1054,CE,,Helmersbuurt Oost        ,,1054 CE
,,1017,AW,,Leidsegracht Zuid        ,,1017 AW
,,1017,AW,,Leidsegracht Zuid        ,,1017 AW
,,1017,AW,,Leidsegracht Zuid        ,,1017 AW
,,1017,AW,,Reguliersbuurt        ,,1017 AW
,,1017,AW,,Reguliersbuurt        ,,1017 AW
,,1017,AW,,Reguliersbuurt        ,,1017 AW
,,1073,CB,,Sarphatiparkbuurt        ,,1073 CB
,,1073,CB,,Sarphatiparkbuurt        ,,1073 CB
,,1073,CB,,Sarphatiparkbuurt        ,,1073 CB
,,1092,JB,,Transvaalbuurt Oost        ,,1092 JB
,,1092,JB,,Transvaalbuurt Oost        ,,1092 JB
,,1092,JB,,Transvaalbuurt Oost        ,,1092 JB
,,1015,NB,,Anjeliersbuurt Noord        ,,1015 NB
,,1015,NB,,Anjeliersbuurt Noord        ,,1015 NB
,,1015,NB,,Anjeliersbuurt Noord        ,,1015 NB
,,1018,GJ,,Sarphatistrook        ,,1018 GJ
,,1018,GJ,,Sarphatistrook        ,,1018 GJ
,,1018,GJ,,Sarphatistrook        ,,1018 GJ
,,1054,AA,,Helmersbuurt Oost        ,,1054 AA
,,1054,AA,,Helmersbuurt Oost        ,,1054 AA
,,1054,AA,,Helmersbuurt Oost        ,,1054 AA
,,1013,SZ,,Spaarndammerbuurt Zuidoost        ,,1013 SZ
,,1013,SZ,,Spaarndammerbuurt Zuidoost        ,,1013 SZ
,,1013,SZ,,Spaarndammerbuurt Zuidoost        ,,1013 SZ
,,1016,KD,,Bloemgrachtbuurt        ,,1016 KD
,,1016,KD,,Bloemgrachtbuurt        ,,1016 KD
,,1016,KD,,Bloemgrachtbuurt        ,,1016 KD
,,1018,BN,,Kadijken        ,,1018 BN
,,1018,BN,,Kadijken        ,,1018 BN
,,1018,BN,,Kadijken        ,,1018 BN
,,1075,GW,,Valeriusbuurt Oost        ,,1075 GW
,,1075,GW,,Valeriusbuurt Oost        ,,1075 GW
,,1075,GW,,Valeriusbuurt Oost        ,,1075 GW
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,DC,,Erasmusparkbuurt West        ,,1055 DC
,,1055,DC,,Erasmusparkbuurt West        ,,1055 DC
,,1055,DC,,Erasmusparkbuurt West        ,,1055 DC
,,1054,LP,,Vondelparkbuurt West        ,,1054 LP
,,1054,LP,,Vondelparkbuurt West        ,,1054 LP
,,1054,LP,,Vondelparkbuurt West        ,,1054 LP
,,1016,CT,,Passeerdersgrachtbuurt        ,,1016 CT
,,1016,CT,,Passeerdersgrachtbuurt        ,,1016 CT
,,1016,CT,,Passeerdersgrachtbuurt        ,,1016 CT
,,1024,TW,,Werengouw Midden        ,,1024 TW
,,1024,TW,,Werengouw Midden        ,,1024 TW
,,1024,TW,,Werengouw Midden        ,,1024 TW
,,1073,BL,,Sarphatiparkbuurt        ,,1073 BL
,,1073,BL,,Sarphatiparkbuurt        ,,1073 BL
,,1073,BL,,Sarphatiparkbuurt        ,,1073 BL
,,1017,GC,,Spiegelbuurt        ,,1017 GC
,,1017,GC,,Spiegelbuurt        ,,1017 GC
,,1017,GC,,Spiegelbuurt        ,,1017 GC
,,1071,XE,,Johannnes Vermeerbuurt        ,,1071 XE
,,1071,XE,,Johannnes Vermeerbuurt        ,,1071 XE
,,1071,XE,,Johannnes Vermeerbuurt        ,,1071 XE
,,1016,JA,,Passeerdersgrachtbuurt        ,,1016 JA
,,1016,JA,,Passeerdersgrachtbuurt        ,,1016 JA
,,1016,JA,,Passeerdersgrachtbuurt        ,,1016 JA
,,1095,MJ,,RI Oost terrein        ,,1095 MJ
,,1095,MJ,,RI Oost terrein        ,,1095 MJ
,,1095,MJ,,RI Oost terrein        ,,1095 MJ
,,1087,LN,,Haveneiland Oost        ,,1087 LN
,,1087,LN,,Haveneiland Oost        ,,1087 LN
,,1087,LN,,Haveneiland Oost        ,,1087 LN
,,1067,MX,,Buurt 7        ,,1067 MX
,,1067,MX,,Buurt 7        ,,1067 MX
,,1067,MX,,Buurt 7        ,,1067 MX
,,1019,RS,,Java-eiland        ,,1019 RS
,,1019,RS,,Java-eiland        ,,1019 RS
,,1019,RS,,Java-eiland        ,,1019 RS
,,1074,JH,,Diamantbuurt        ,,1074 JH
,,1074,JH,,Diamantbuurt        ,,1074 JH
,,1074,JH,,Diamantbuurt        ,,1074 JH
,,1011,RL,,Waterloopleinbuurt        ,,1011 RL
,,1011,RL,,Waterloopleinbuurt        ,,1011 RL
,,1011,RL,,Waterloopleinbuurt        ,,1011 RL
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1018,SV,,de Plantage        ,,1018 SV
,,1018,SV,,de Plantage        ,,1018 SV
,,1018,SV,,de Plantage        ,,1018 SV
,,1078,VR,,Scheldebuurt West        ,,1078 VR
,,1078,VR,,Scheldebuurt West        ,,1078 VR
,,1078,VR,,Scheldebuurt West        ,,1078 VR
,,1066,PX,,Belgiëplein e.o.        ,,1066 PX
,,1066,PX,,Belgiëplein e.o.        ,,1066 PX
,,1066,PX,,Belgiëplein e.o.        ,,1066 PX
,,1016,SG,,Elandsgrachtbuurt        ,,1016 SG
,,1016,SG,,Elandsgrachtbuurt        ,,1016 SG
,,1016,SG,,Elandsgrachtbuurt        ,,1016 SG
,,1104,EA,,Bijlmermuseum Zuid        ,,1104 EA
,,1104,EA,,Bijlmermuseum Zuid        ,,1104 EA
,,1104,EA,,Bijlmermuseum Zuid        ,,1104 EA
,,1075,SZ,,Schinkelbuurt Zuid        ,,1075 SZ
,,1075,SZ,,Schinkelbuurt Zuid        ,,1075 SZ
,,1075,SZ,,Schinkelbuurt Zuid        ,,1075 SZ
,,1033,RD,,NDSM terrein        ,,1033 RD
,,1033,RD,,NDSM terrein        ,,1033 RD
,,1033,RD,,NDSM terrein        ,,1033 RD
,,1069,GA,,Osdorp Midden Zuid        ,,1069 GA
,,1069,GA,,Osdorp Midden Zuid        ,,1069 GA
,,1069,GA,,Osdorp Midden Zuid        ,,1069 GA
,,1012,VC,,Hemelrijk        ,,1012 VC
,,1012,VC,,Hemelrijk        ,,1012 VC
,,1012,VC,,Hemelrijk        ,,1012 VC
,,1019,AT,,Bedrijvengebied Cruquiusweg        ,,1019 AT
,,1019,AT,,Bedrijvengebied Cruquiusweg        ,,1019 AT
,,1019,AT,,Bedrijvengebied Cruquiusweg        ,,1019 AT
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1015,PX,,Anjeliersbuurt Zuid        ,,1015 PX
,,1015,PX,,Anjeliersbuurt Zuid        ,,1015 PX
,,1015,PX,,Anjeliersbuurt Zuid        ,,1015 PX
,,1056,JM,,Landlust Zuid        ,,1056 JM
,,1056,JM,,Landlust Zuid        ,,1056 JM
,,1056,JM,,Landlust Zuid        ,,1056 JM
,,1078,PD,,IJselbuurt West        ,,1078 PD
,,1078,PD,,IJselbuurt West        ,,1078 PD
,,1078,PD,,IJselbuurt West        ,,1078 PD
,,1054,BR,,WG-terrein        ,,1054 BR
,,1054,BR,,WG-terrein        ,,1054 BR
,,1054,BR,,WG-terrein        ,,1054 BR
,,1012,NB,,Nieuwendijk Noord        ,,1012 NB
,,1012,NB,,Nieuwendijk Noord        ,,1012 NB
,,1012,NB,,Nieuwendijk Noord        ,,1012 NB
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1011,CJ,,Lastage        ,,1011 CJ
,,1011,CJ,,Lastage        ,,1011 CJ
,,1011,CJ,,Lastage        ,,1011 CJ
,,1017,SR,,Weteringbuurt        ,,1017 SR
,,1017,SR,,Weteringbuurt        ,,1017 SR
,,1017,SR,,Weteringbuurt        ,,1017 SR
,,1058,SW,,Westlandgrachtbuurt        ,,1058 SW
,,1058,SW,,Westlandgrachtbuurt        ,,1058 SW
,,1058,SW,,Westlandgrachtbuurt        ,,1058 SW
,,1071,RV,,Johannnes Vermeerbuurt        ,,1071 RV
,,1071,RV,,Johannnes Vermeerbuurt        ,,1071 RV
,,1071,RV,,Johannnes Vermeerbuurt        ,,1071 RV
,,1013,AW,,Houthavens Oost        ,,1013 AW
,,1013,AW,,Houthavens Oost        ,,1013 AW
,,1013,AW,,Houthavens Oost        ,,1013 AW
,,1011,BJ,,Scheepvaarthuisbuurt        ,,1011 BJ
,,1011,BJ,,Scheepvaarthuisbuurt        ,,1011 BJ
,,1011,BJ,,Scheepvaarthuisbuurt        ,,1011 BJ
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1017,WK,,Utrechtsebuurt Zuid        ,,1017 WK
,,1091,GZ,,Oosterparkbuurt Noordwest        ,,1091 GZ
,,1091,GZ,,Oosterparkbuurt Noordwest        ,,1091 GZ
,,1091,GZ,,Oosterparkbuurt Noordwest        ,,1091 GZ
,,1079,RH,,Kop Zuidas        ,,1079 RH
,,1079,RH,,Kop Zuidas        ,,1079 RH
,,1079,RH,,Kop Zuidas        ,,1079 RH
,,1016,XA,,Elandsgrachtbuurt        ,,1016 XA
,,1016,XA,,Elandsgrachtbuurt        ,,1016 XA
,,1016,XA,,Elandsgrachtbuurt        ,,1016 XA
,,1015,AG,,Leliegracht e.o.        ,,1015 AG
,,1015,AG,,Leliegracht e.o.        ,,1015 AG
,,1015,AG,,Leliegracht e.o.        ,,1015 AG
,,1076,XK,,Marathonbuurt Oost        ,,1076 XK
,,1076,XK,,Marathonbuurt Oost        ,,1076 XK
,,1076,XK,,Marathonbuurt Oost        ,,1076 XK
,,1052,JM,,Frederik Hendrikbuurt Noord        ,,1052 JM
,,1052,JM,,Frederik Hendrikbuurt Noord        ,,1052 JM
,,1052,JM,,Frederik Hendrikbuurt Noord        ,,1052 JM
,,1073,ER,,Van der Helstpleinbuurt        ,,1073 ER
,,1073,ER,,Van der Helstpleinbuurt        ,,1073 ER
,,1073,ER,,Van der Helstpleinbuurt        ,,1073 ER
,,1017,SV,,Weteringbuurt        ,,1017 SV
,,1017,SV,,Weteringbuurt        ,,1017 SV
,,1017,SV,,Weteringbuurt        ,,1017 SV
,,1067,BN,,Buurt 9        ,,1067 BN
,,1067,BN,,Buurt 9        ,,1067 BN
,,1067,BN,,Buurt 9        ,,1067 BN
,,1073,ER,,Van der Helstpleinbuurt        ,,1073 ER
,,1073,ER,,Van der Helstpleinbuurt        ,,1073 ER
,,1073,ER,,Van der Helstpleinbuurt        ,,1073 ER
,,1015,RG,,Bloemgrachtbuurt        ,,1015 RG
,,1015,RG,,Bloemgrachtbuurt        ,,1015 RG
,,1015,RG,,Bloemgrachtbuurt        ,,1015 RG
,,1012,MD,,Nieuwendijk Noord        ,,1012 MD
,,1012,MD,,Nieuwendijk Noord        ,,1012 MD
,,1012,MD,,Nieuwendijk Noord        ,,1012 MD
,,1053,AR,,Bellamybuurt Noord        ,,1053 AR
,,1053,AR,,Bellamybuurt Noord        ,,1053 AR
,,1053,AR,,Bellamybuurt Noord        ,,1053 AR
,,1078,TT,,IJselbuurt Oost        ,,1078 TT
,,1078,TT,,IJselbuurt Oost        ,,1078 TT
,,1078,TT,,IJselbuurt Oost        ,,1078 TT
,,1091,EL,,Weesperzijde Midden/Zuid        ,,1091 EL
,,1091,EL,,Weesperzijde Midden/Zuid        ,,1091 EL
,,1091,EL,,Weesperzijde Midden/Zuid        ,,1091 EL
,,1083,EH,,Buitenveldert Zuidoost        ,,1083 EH
,,1083,EH,,Buitenveldert Zuidoost        ,,1083 EH
,,1083,EH,,Buitenveldert Zuidoost        ,,1083 EH
,,1016,AN,,Felix Meritisbuurt        ,,1016 AN
,,1016,AN,,Felix Meritisbuurt        ,,1016 AN
,,1016,AN,,Felix Meritisbuurt        ,,1016 AN
,,1072,NH,,Sarphatiparkbuurt        ,,1072 NH
,,1072,NH,,Sarphatiparkbuurt        ,,1072 NH
,,1072,NH,,Sarphatiparkbuurt        ,,1072 NH
,,1072,BD,,Frans Halsbuurt        ,,1072 BD
,,1072,BD,,Frans Halsbuurt        ,,1072 BD
,,1072,BD,,Frans Halsbuurt        ,,1072 BD
,,1056,PZ,,Jan Maijenbuurt        ,,1056 PZ
,,1056,PZ,,Jan Maijenbuurt        ,,1056 PZ
,,1056,PZ,,Jan Maijenbuurt        ,,1056 PZ
